"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-032","ITEM-016","ITEM-232","39.42","M","58","BUY","EXTERNAL","SUP005","SUP-PART-000747","12","2025-05-26","2025-12-21","false","false","false","0.01","0.996","60","40","2.1","SPECIAL","Instructions for ITEM-232","Quality requirements for ITEM-232","Test requirements for ITEM-232","Packaging requirements for ITEM-232","USER004","2025-05-05","USER006","2025-05-14","R4","DRAFT","Notes for BOM BOM-032"
"BOM-048","ITEM-076","ITEM-318","46.98","EA","96","BUY","EXTERNAL","SUP001","SUP-PART-000422","13","2025-09-28","2026-02-26","true","true","true","0.073","0.95","9","32","0.9","NO","Instructions for ITEM-318","Quality requirements for ITEM-318","Test requirements for ITEM-318","Packaging requirements for ITEM-318","USER007","2025-08-31","USER010","2025-09-08","R3","REJECTED","Notes for BOM BOM-048"
"BOM-006","ITEM-040","ITEM-360","85.01","M","29","MAKE","EXTERNAL","SUP004","SUP-PART-000809","8","2025-06-15","2025-12-02","false","true","false","0.061","0.986","38","47","4.1","SPECIAL","Instructions for ITEM-360","Quality requirements for ITEM-360","Test requirements for ITEM-360","Packaging requirements for ITEM-360","USER010","2025-06-01","USER005","2025-06-05","R1","DRAFT","Notes for BOM BOM-006"
"BOM-005","ITEM-065","ITEM-250","46.64","M","32","MAKE","EXTERNAL","SUP002","SUP-PART-000572","25","2025-09-16","2026-02-02","true","true","true","0.013","0.951","83","2","6.2","YES","Instructions for ITEM-250","Quality requirements for ITEM-250","Test requirements for ITEM-250","Packaging requirements for ITEM-250","USER003","2025-09-08","USER008","2025-09-14","R3","REJECTED","Notes for BOM BOM-005"
"BOM-009","ITEM-009","ITEM-208","28.89","M","56","BUY","EXTERNAL","SUP002","SUP-PART-000025","40","2025-08-25","2026-03-13","true","false","false","0.048","0.989","61","50","3.7","NO","Instructions for ITEM-208","Quality requirements for ITEM-208","Test requirements for ITEM-208","Packaging requirements for ITEM-208","USER002","2025-07-27","USER003","2025-07-29","R2","APPROVED","Notes for BOM BOM-009"
"BOM-037","ITEM-066","ITEM-114","80.84","KG","2","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000231","45","2025-10-13","2026-04-25","false","true","false","0.042","0.995","19","51","6.7","SPECIAL","Instructions for ITEM-114","Quality requirements for ITEM-114","Test requirements for ITEM-114","Packaging requirements for ITEM-114","USER008","2025-09-25","USER001","2025-10-03","R5","APPROVED","Notes for BOM BOM-037"
"BOM-041","ITEM-044","ITEM-482","11.71","EA","30","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000311","17","2025-08-27","2026-01-19","true","true","true","0.006","0.968","110","57","6.6","SPECIAL","Instructions for ITEM-482","Quality requirements for ITEM-482","Test requirements for ITEM-482","Packaging requirements for ITEM-482","USER006","2025-08-24","USER009","2025-08-27","R2","PENDING","Notes for BOM BOM-041"
"BOM-018","ITEM-028","ITEM-424","93.59","M","89","MAKE","EXTERNAL","SUP003","SUP-PART-000249","47","2025-08-11","2026-07-16","false","false","false","0.061","0.986","12","22","7.4","NO","Instructions for ITEM-424","Quality requirements for ITEM-424","Test requirements for ITEM-424","Packaging requirements for ITEM-424","USER001","2025-07-25","USER001","2025-07-27","R5","PENDING","Notes for BOM BOM-018"
"BOM-007","ITEM-099","ITEM-190","95.55","M","51","BUY","DUAL_SOURCE","SUP003","SUP-PART-000804","43","2025-07-16","2025-09-25","false","true","false","0.019","0.977","66","21","6.5","NO","Instructions for ITEM-190","Quality requirements for ITEM-190","Test requirements for ITEM-190","Packaging requirements for ITEM-190","USER005","2025-07-13","USER002","2025-07-17","R3","REJECTED","Notes for BOM BOM-007"
"BOM-036","ITEM-030","ITEM-250","89.65","KG","85","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000973","48","2025-06-05","2025-12-18","false","true","false","0.071","0.964","55","20","6.9","SPECIAL","Instructions for ITEM-250","Quality requirements for ITEM-250","Test requirements for ITEM-250","Packaging requirements for ITEM-250","USER004","2025-05-31","USER010","2025-06-05","R3","DRAFT","Notes for BOM BOM-036"
"BOM-037","ITEM-006","ITEM-482","68.4","EA","41","MAKE","DUAL_SOURCE","SUP004","SUP-PART-000164","24","2025-08-07","2025-09-17","true","true","false","0.016","0.994","112","10","3.6","YES","Instructions for ITEM-482","Quality requirements for ITEM-482","Test requirements for ITEM-482","Packaging requirements for ITEM-482","USER008","2025-07-31","USER003","2025-08-08","R5","APPROVED","Notes for BOM BOM-037"
"BOM-024","ITEM-011","ITEM-422","50.5","M","35","BUY","EXTERNAL","SUP004","SUP-PART-000276","55","2025-07-21","2026-05-12","true","false","false","0.025","0.954","25","16","3.1","NO","Instructions for ITEM-422","Quality requirements for ITEM-422","Test requirements for ITEM-422","Packaging requirements for ITEM-422","USER010","2025-07-16","USER003","2025-07-24","R1","DRAFT","Notes for BOM BOM-024"
"BOM-030","ITEM-008","ITEM-151","70.16","EA","30","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000632","21","2025-05-18","2025-08-04","false","false","true","0.007","0.967","29","40","2.8","SPECIAL","Instructions for ITEM-151","Quality requirements for ITEM-151","Test requirements for ITEM-151","Packaging requirements for ITEM-151","USER002","2025-05-12","USER004","2025-05-17","R2","REJECTED","Notes for BOM BOM-030"
"BOM-033","ITEM-046","ITEM-460","83.35","KG","41","MAKE_OR_BUY","EXTERNAL","SUP003","SUP-PART-000652","13","2025-08-02","2025-10-31","true","false","false","0.051","0.986","23","17","6.0","YES","Instructions for ITEM-460","Quality requirements for ITEM-460","Test requirements for ITEM-460","Packaging requirements for ITEM-460","USER001","2025-07-19","USER008","2025-07-25","R2","PENDING","Notes for BOM BOM-033"
"BOM-034","ITEM-076","ITEM-320","1.26","M","96","MAKE","INTERNAL","SUP003","SUP-PART-000977","54","2025-06-25","2025-11-17","false","true","false","0.035","0.993","19","45","3.3","NO","Instructions for ITEM-320","Quality requirements for ITEM-320","Test requirements for ITEM-320","Packaging requirements for ITEM-320","USER008","2025-06-21","USER006","2025-06-25","R4","DRAFT","Notes for BOM BOM-034"
"BOM-045","ITEM-047","ITEM-104","29.82","L","10","MAKE_OR_BUY","INTERNAL","SUP005","SUP-PART-000425","51","2025-05-05","2025-11-18","true","false","true","0.019","0.958","10","34","3.2","NO","Instructions for ITEM-104","Quality requirements for ITEM-104","Test requirements for ITEM-104","Packaging requirements for ITEM-104","USER005","2025-04-26","USER008","2025-04-30","R3","REJECTED","Notes for BOM BOM-045"
"BOM-020","ITEM-007","ITEM-254","3.07","M","89","BUY","EXTERNAL","SUP003","SUP-PART-000728","29","2025-06-23","2025-09-01","false","false","false","0.003","0.992","55","55","7.7","NO","Instructions for ITEM-254","Quality requirements for ITEM-254","Test requirements for ITEM-254","Packaging requirements for ITEM-254","USER001","2025-06-02","USER002","2025-06-06","R1","DRAFT","Notes for BOM BOM-020"
"BOM-028","ITEM-090","ITEM-444","85.98","EA","51","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000189","50","2025-07-14","2026-03-27","true","false","false","0.002","0.979","58","39","7.4","SPECIAL","Instructions for ITEM-444","Quality requirements for ITEM-444","Test requirements for ITEM-444","Packaging requirements for ITEM-444","USER002","2025-07-01","USER006","2025-07-05","R1","DRAFT","Notes for BOM BOM-028"
"BOM-011","ITEM-043","ITEM-220","47.01","EA","100","MAKE","INTERNAL","SUP005","SUP-PART-000460","23","2025-06-03","2025-08-01","false","true","false","0.019","0.997","111","12","6.2","SPECIAL","Instructions for ITEM-220","Quality requirements for ITEM-220","Test requirements for ITEM-220","Packaging requirements for ITEM-220","USER008","2025-05-14","USER005","2025-05-22","R2","DRAFT","Notes for BOM BOM-011"
"BOM-007","ITEM-075","ITEM-500","76.69","M","34","MAKE","EXTERNAL","SUP002","SUP-PART-000881","33","2025-06-19","2026-03-16","true","true","false","0.095","0.969","75","21","6.4","SPECIAL","Instructions for ITEM-500","Quality requirements for ITEM-500","Test requirements for ITEM-500","Packaging requirements for ITEM-500","USER005","2025-05-28","USER003","2025-05-29","R2","DRAFT","Notes for BOM BOM-007"
"BOM-032","ITEM-021","ITEM-183","36.13","M","84","BUY","EXTERNAL","SUP004","SUP-PART-000137","56","2025-10-16","2026-10-05","false","true","false","0.026","0.998","106","2","4.4","NO","Instructions for ITEM-183","Quality requirements for ITEM-183","Test requirements for ITEM-183","Packaging requirements for ITEM-183","USER003","2025-10-10","USER001","2025-10-19","R3","APPROVED","Notes for BOM BOM-032"
"BOM-020","ITEM-038","ITEM-195","17.76","KG","49","MAKE_OR_BUY","DUAL_SOURCE","SUP001","SUP-PART-000553","38","2025-08-13","2026-06-06","true","true","false","0.074","0.988","108","60","0.2","YES","Instructions for ITEM-195","Quality requirements for ITEM-195","Test requirements for ITEM-195","Packaging requirements for ITEM-195","USER002","2025-07-29","USER001","2025-08-05","R5","DRAFT","Notes for BOM BOM-020"
"BOM-043","ITEM-011","ITEM-259","97.07","L","91","MAKE_OR_BUY","INTERNAL","SUP005","SUP-PART-000815","7","2025-05-27","2025-11-27","true","false","false","0.093","0.967","53","17","1.8","YES","Instructions for ITEM-259","Quality requirements for ITEM-259","Test requirements for ITEM-259","Packaging requirements for ITEM-259","USER002","2025-05-22","USER003","2025-05-31","R3","REJECTED","Notes for BOM BOM-043"
"BOM-027","ITEM-049","ITEM-153","59.33","M","93","BUY","DUAL_SOURCE","SUP001","SUP-PART-000711","48","2025-05-19","2025-09-19","false","true","false","0.019","0.97","66","39","1.2","NO","Instructions for ITEM-153","Quality requirements for ITEM-153","Test requirements for ITEM-153","Packaging requirements for ITEM-153","USER003","2025-04-26","USER008","2025-04-27","R2","APPROVED","Notes for BOM BOM-027"
"BOM-018","ITEM-070","ITEM-158","14.04","KG","89","MAKE","INTERNAL","SUP002","SUP-PART-000482","60","2025-06-07","2025-12-01","false","false","true","0.01","0.967","47","51","6.1","NO","Instructions for ITEM-158","Quality requirements for ITEM-158","Test requirements for ITEM-158","Packaging requirements for ITEM-158","USER009","2025-05-19","USER001","2025-05-27","R4","REJECTED","Notes for BOM BOM-018"
"BOM-032","ITEM-031","ITEM-393","41.06","M","65","MAKE","EXTERNAL","SUP004","SUP-PART-000949","19","2025-06-26","2025-12-09","false","true","false","0.034","0.999","115","40","3.2","SPECIAL","Instructions for ITEM-393","Quality requirements for ITEM-393","Test requirements for ITEM-393","Packaging requirements for ITEM-393","USER005","2025-06-24","USER003","2025-07-03","R5","PENDING","Notes for BOM BOM-032"
"BOM-006","ITEM-069","ITEM-229","74.27","EA","80","BUY","EXTERNAL","SUP005","SUP-PART-000340","55","2025-10-14","2026-07-20","true","false","false","0.075","0.953","91","40","0.1","YES","Instructions for ITEM-229","Quality requirements for ITEM-229","Test requirements for ITEM-229","Packaging requirements for ITEM-229","USER006","2025-10-03","USER009","2025-10-12","R5","DRAFT","Notes for BOM BOM-006"
"BOM-010","ITEM-002","ITEM-188","33.57","KG","37","BUY","EXTERNAL","SUP003","SUP-PART-000562","35","2025-07-28","2025-08-29","true","true","true","0.09","0.984","16","23","2.0","YES","Instructions for ITEM-188","Quality requirements for ITEM-188","Test requirements for ITEM-188","Packaging requirements for ITEM-188","USER010","2025-07-13","USER007","2025-07-15","R5","DRAFT","Notes for BOM BOM-010"
"BOM-012","ITEM-017","ITEM-413","23.96","KG","97","BUY","DUAL_SOURCE","SUP005","SUP-PART-000769","2","2025-05-13","2025-10-04","false","false","true","0.039","0.99","20","7","7.4","YES","Instructions for ITEM-413","Quality requirements for ITEM-413","Test requirements for ITEM-413","Packaging requirements for ITEM-413","USER005","2025-05-03","USER001","2025-05-12","R2","DRAFT","Notes for BOM BOM-012"
"BOM-047","ITEM-074","ITEM-184","59.68","EA","66","MAKE","INTERNAL","SUP002","SUP-PART-000626","52","2025-05-20","2025-08-09","true","false","false","0.026","0.996","13","14","2.3","SPECIAL","Instructions for ITEM-184","Quality requirements for ITEM-184","Test requirements for ITEM-184","Packaging requirements for ITEM-184","USER009","2025-05-16","USER006","2025-05-19","R5","PENDING","Notes for BOM BOM-047"
"BOM-006","ITEM-055","ITEM-296","77.2","EA","98","MAKE_OR_BUY","DUAL_SOURCE","SUP001","SUP-PART-000612","59","2025-05-26","2025-07-23","true","true","true","0.098","0.975","109","38","1.0","NO","Instructions for ITEM-296","Quality requirements for ITEM-296","Test requirements for ITEM-296","Packaging requirements for ITEM-296","USER008","2025-05-25","USER005","2025-06-02","R1","PENDING","Notes for BOM BOM-006"
"BOM-044","ITEM-030","ITEM-482","89.76","KG","33","BUY","INTERNAL","SUP005","SUP-PART-000670","40","2025-06-23","2026-05-29","false","false","true","0.06","0.969","53","18","5.1","SPECIAL","Instructions for ITEM-482","Quality requirements for ITEM-482","Test requirements for ITEM-482","Packaging requirements for ITEM-482","USER007","2025-05-28","USER005","2025-06-07","R4","APPROVED","Notes for BOM BOM-044"
"BOM-026","ITEM-069","ITEM-233","44.49","KG","17","BUY","INTERNAL","SUP003","SUP-PART-000057","40","2025-10-10","2026-06-19","true","false","true","0.082","0.979","13","23","7.1","SPECIAL","Instructions for ITEM-233","Quality requirements for ITEM-233","Test requirements for ITEM-233","Packaging requirements for ITEM-233","USER001","2025-09-20","USER008","2025-09-22","R5","PENDING","Notes for BOM BOM-026"
"BOM-040","ITEM-071","ITEM-218","49.97","KG","80","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000550","32","2025-08-01","2025-12-25","false","false","true","0.018","0.979","77","38","0.5","SPECIAL","Instructions for ITEM-218","Quality requirements for ITEM-218","Test requirements for ITEM-218","Packaging requirements for ITEM-218","USER003","2025-07-11","USER002","2025-07-15","R1","REJECTED","Notes for BOM BOM-040"
"BOM-022","ITEM-066","ITEM-234","58.9","EA","5","BUY","INTERNAL","SUP004","SUP-PART-000524","58","2025-09-19","2026-02-07","false","false","true","0.081","0.964","68","39","1.3","YES","Instructions for ITEM-234","Quality requirements for ITEM-234","Test requirements for ITEM-234","Packaging requirements for ITEM-234","USER005","2025-08-21","USER010","2025-08-23","R5","REJECTED","Notes for BOM BOM-022"
"BOM-033","ITEM-053","ITEM-315","84.11","L","61","BUY","DUAL_SOURCE","SUP005","SUP-PART-000810","19","2025-04-30","2026-03-14","false","false","false","0.035","0.998","36","44","1.3","YES","Instructions for ITEM-315","Quality requirements for ITEM-315","Test requirements for ITEM-315","Packaging requirements for ITEM-315","USER005","2025-04-15","USER003","2025-04-25","R5","PENDING","Notes for BOM BOM-033"
"BOM-015","ITEM-065","ITEM-204","5.9","L","95","BUY","EXTERNAL","SUP003","SUP-PART-000890","23","2025-05-31","2026-02-05","true","true","true","0.027","0.969","45","2","4.4","YES","Instructions for ITEM-204","Quality requirements for ITEM-204","Test requirements for ITEM-204","Packaging requirements for ITEM-204","USER001","2025-05-01","USER002","2025-05-03","R4","APPROVED","Notes for BOM BOM-015"
"BOM-012","ITEM-017","ITEM-275","47.01","L","45","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000154","30","2025-08-20","2025-11-09","false","true","true","0.036","0.996","107","57","6.9","YES","Instructions for ITEM-275","Quality requirements for ITEM-275","Test requirements for ITEM-275","Packaging requirements for ITEM-275","USER002","2025-07-22","USER008","2025-07-23","R4","REJECTED","Notes for BOM BOM-012"
"BOM-036","ITEM-032","ITEM-325","50.9","L","95","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000970","35","2025-08-23","2026-07-01","true","true","true","0.014","0.987","49","46","0.6","NO","Instructions for ITEM-325","Quality requirements for ITEM-325","Test requirements for ITEM-325","Packaging requirements for ITEM-325","USER010","2025-08-18","USER008","2025-08-21","R5","APPROVED","Notes for BOM BOM-036"
"BOM-004","ITEM-051","ITEM-164","52.14","M","87","MAKE","INTERNAL","SUP001","SUP-PART-000092","5","2025-10-12","2026-02-25","false","false","false","0.022","0.959","81","46","4.8","SPECIAL","Instructions for ITEM-164","Quality requirements for ITEM-164","Test requirements for ITEM-164","Packaging requirements for ITEM-164","USER008","2025-10-04","USER004","2025-10-14","R5","APPROVED","Notes for BOM BOM-004"
"BOM-033","ITEM-034","ITEM-115","85.66","M","75","MAKE","INTERNAL","SUP001","SUP-PART-000596","60","2025-09-09","2026-04-04","true","true","false","0.001","0.969","119","25","2.9","NO","Instructions for ITEM-115","Quality requirements for ITEM-115","Test requirements for ITEM-115","Packaging requirements for ITEM-115","USER007","2025-08-28","USER007","2025-09-04","R3","PENDING","Notes for BOM BOM-033"
"BOM-045","ITEM-090","ITEM-137","79.37","EA","68","MAKE","EXTERNAL","SUP001","SUP-PART-000310","15","2025-09-20","2026-02-20","true","false","true","0.1","0.972","56","21","0.6","SPECIAL","Instructions for ITEM-137","Quality requirements for ITEM-137","Test requirements for ITEM-137","Packaging requirements for ITEM-137","USER005","2025-09-01","USER006","2025-09-02","R4","DRAFT","Notes for BOM BOM-045"
